Timestamp,DataTimestamp,CPU Usage (%),Memory Usage (%),Steps
1717494699.7411308,"{'21001': '1,1717494699', '11002': '1,1717494699', '21002': '1,1717494698', '11001': '1,1717494698'}",20.0,14.6,DEV_TO_OCC
1717494700.8384743,"{'21001': '1,1717494699', '11002': '1,1717494700', '21002': '1,1717494698', '11001': '1,1717494699'}",5.5,14.6,DEV_TO_OCC
1717494700.8393083,"{'21001': '1,1717494700', '11002': '1,1717494700', '21002': '1,1717494699', '11001': '1,1717494699'}",0.0,14.6,DEV_TO_OCC
1717494701.7075868,"{'21001': '1,1717494701', '11002': '1,1717494700', '21002': '1,1717494700', '11001': '1,1717494699'}",3.7,14.6,DEV_TO_OCC
1717494701.7442968,"{'21001': '1,1717494701', '11002': '1,1717494701', '21002': '1,1717494700', '11001': '1,1717494700'}",20.5,14.6,DEV_TO_OCC
1717494702.989084,"{'21001': '1,1717494702', '11002': '1,1717494701', '21002': '1,1717494701', '11001': '1,1717494700'}",4.8,14.6,DEV_TO_OCC
1717494702.9899957,"{'21001': '1,1717494702', '11002': '1,1717494702', '21002': '1,1717494701', '11001': '1,1717494701'}",0.0,14.6,DEV_TO_OCC
1717494703.9106677,"{'21001': '1,1717494702', '11002': '1,1717494703', '21002': '1,1717494701', '11001': '1,1717494702'}",8.3,14.6,DEV_TO_OCC
1717494703.911785,"{'21001': '1,1717494703', '11002': '1,1717494703', '21002': '1,1717494702', '11001': '1,1717494702'}",0.0,14.6,DEV_TO_OCC
1717494704.8316276,"{'21001': '1,1717494703', '11002': '1,1717494704', '21002': '1,1717494702', '11001': '1,1717494703'}",8.6,14.7,DEV_TO_OCC
1717494704.832199,"{'21001': '1,1717494704', '11002': '1,1717494704', '21002': '1,1717494703', '11001': '1,1717494703'}",0.0,14.7,DEV_TO_OCC
1717494704.8890278,33,11.1,14.7,OCC_TO_CU
1717494704.8901222,34,0.0,14.7,OCC_TO_CU
1717494704.8910892,35,0.0,14.7,OCC_TO_CU
1717494704.8920748,36,0.0,14.7,OCC_TO_CU
1717494705.7550833,"{'21001': '0,1717494705', '11002': '1,1717494704', '21002': '1,1717494704', '11001': '1,1717494703'}",10.3,14.7,DEV_TO_OCC
